"","tailnum","year_plane","type","manufacturer","model","engines","seats","speed","engine"
"2095","N837MH",2000,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2096","N837VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2097","N838AW",2005,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"2098","N838MH",2001,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2099","N838VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2100","N839MH",2001,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2101","N839VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2102","N840MH",2001,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2103","N840VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2104","N841MH",2001,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2105","N841VA",NA,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2106","N842MH",2001,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2107","N842VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2108","N843MH",2002,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2109","N843VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2110","N844MH",2002,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2111","N844VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2112","N845MH",2002,"Fixed wing multi engine","BOEING","767-432ER",2,300,NA,"Turbo-jet"
"2113","N845VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2114","N846VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2115","N847VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2116","N848VA",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2117","N849VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2118","N851UA",2002,"Fixed wing multi engine","AIRBUS","A319-131",2,179,NA,"Turbo-jet"
"2119","N851VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2120","N852UA",2002,"Fixed wing multi engine","AIRBUS","A319-131",2,179,NA,"Turbo-jet"
"2121","N852VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2122","N853UA",2002,"Fixed wing multi engine","AIRBUS","A319-131",2,179,NA,"Turbo-jet"
"2123","N853VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2124","N854NW",2004,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"2125","N854UA",2002,"Fixed wing multi engine","AIRBUS","A319-131",2,179,NA,"Turbo-jet"
"2126","N854VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2127","N855UA",2002,"Fixed wing multi engine","AIRBUS","A319-131",2,179,NA,"Turbo-jet"
"2128","N855VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"2129","N856NW",2004,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"2130","N8600F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2131","N8601C",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2132","N8602F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2133","N8603F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2134","N8604K",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2135","N8605E",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2136","N8606C",NA,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2137","N8607M",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2138","N8608N",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2139","N8609A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2140","N8610A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2141","N8611F",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2142","N8612K",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2143","N8613K",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2144","N8614M",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2145","N8615E",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2146","N8616C",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2147","N8617E",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2148","N8618N",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2149","N8619F",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2150","N8620H",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2151","N8621A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"2152","N862DA",1999,"Fixed wing multi engine","BOEING","777-232",2,400,NA,"Turbo-jet"
"2153","N863DA",1999,"Fixed wing multi engine","BOEING","777-232",2,400,NA,"Turbo-jet"
"2154","N865DA",1999,"Fixed wing multi engine","BOEING","777-232",2,400,NA,"Turbo-jet"
"2155","N87507",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"2156","N87512",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"2157","N87513",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"2158","N87527",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"2159","N87531",2011,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"2160","N891AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2161","N892AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2162","N893AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2163","N894AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2164","N895AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2165","N896AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2166","N899AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2167","N900PC",1997,"Fixed wing multi engine","BOEING","757-26D",2,178,NA,"Turbo-jet"
"2168","N900WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2169","N901WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2170","N902DA",1994,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2171","N902WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2172","N903DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2173","N903JB",2013,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"2174","N903WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2175","N904DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2176","N904WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2177","N905DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2178","N905WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2179","N906AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2180","N906DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2181","N906WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2182","N907DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2183","N907WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2184","N908WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2185","N909WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2186","N910AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2187","N910DN",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2188","N910FR",2002,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"2189","N910WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2190","N911DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2191","N912DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2192","N912WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2193","N913DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2194","N913JB",2013,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"2195","N913WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2196","N914DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2197","N914WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2198","N915AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2199","N915DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2200","N915WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2201","N916DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2202","N916WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2203","N917DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2204","N917WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2205","N918DH",1998,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2206","N918WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2207","N919AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2208","N919DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2209","N919WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2210","N920AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2211","N920DN",NA,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"2212","N920WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2213","N921AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2214","N921DN",NA,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"2215","N921WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2216","N922AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2217","N922WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2218","N923AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2219","N923DN",NA,"Fixed wing multi engine","BOEING","MD-90-30",2,142,NA,"Turbo-fan"
"2220","N923WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2221","N924AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2222","N924WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2223","N925AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2224","N925WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2225","N926AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2226","N926WN",NA,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2227","N927AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2228","N927WN",NA,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2229","N928AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2230","N928DN",NA,"Fixed wing multi engine","BOEING","MD-90-30",2,142,NA,"Turbo-fan"
"2231","N928WN",NA,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2232","N929AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2233","N929DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2234","N929WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2235","N930AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2236","N930WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2237","N931WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2238","N932AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2239","N932DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2240","N932WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2241","N933AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2242","N933DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2243","N933WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2244","N934AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2245","N934WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2246","N935AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2247","N935WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2248","N936AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2249","N936WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2250","N937AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2251","N937DN",NA,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"2252","N937WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2253","N938AT",2006,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2254","N938WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2255","N939AT",2006,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2256","N939DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"2257","N939WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2258","N940AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2259","N940UW",1995,"Fixed wing multi engine","BOEING","757-2B7",2,178,NA,"Turbo-fan"
"2260","N940WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2261","N941DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"2262","N941FR",2005,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"2263","N941UW",1995,"Fixed wing multi engine","BOEING","757-2B7",2,178,NA,"Turbo-fan"
"2264","N941WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2265","N942AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2266","N942WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2267","N943AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2268","N943DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"2269","N943FR",2005,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"2270","N943WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2271","N944AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2272","N944DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"2273","N944UW",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2274","N944WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2275","N945AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2276","N945DN",1998,"Fixed wing multi engine","BOEING","MD-90-30",2,142,NA,"Turbo-fan"
"2277","N945UW",NA,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2278","N945WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2279","N946AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2280","N946UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2281","N946WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2282","N947AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2283","N947UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2284","N947WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2285","N948AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2286","N948FR",2006,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"2287","N948UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2288","N948WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2289","N949AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2290","N949UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2291","N949WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2292","N950AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2293","N950UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2294","N950WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2295","N951AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2296","N951FR",2009,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"2297","N951UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2298","N951WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2299","N952AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2300","N952FR",2010,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"2301","N952UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2302","N952WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2303","N953AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2304","N953DN",NA,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2305","N953FR",2010,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"2306","N953UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2307","N953WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2308","N954AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2309","N954UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2310","N954WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2311","N955AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2312","N955DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"2313","N955UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2314","N955WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2315","N956AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2316","N956DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"2317","N956UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2318","N956WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2319","N957AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2320","N957DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"2321","N957UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2322","N957WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2323","N958AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"2324","N958DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"2325","N958UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"2326","N958WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"2327","N959AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
